tenure month,loan fee,loan,mobile transactions,mobile transactions value,mobile services,app users,TOTAL_INFLOW,SALARY_STATUS,TOTAL_OUTFLOW,age,gender,is_default
2,4.7,50943.1942,13,16800000,3,0,17182672,0,17096506,33,M,Y
7,6.6,17651.08,38,608000,3,1,1458941,0,1457348,28,M,Y
7,6.6,16046.536,38,608000,3,1,1458941,0,1457348,28,M,Y
7,6.6,65760,10,708500,4,0,5535700,0,4658350,36,F,N
14,7.8,52358,0,0,0,0,34200,0,36500,29,F,N
5,4.7,17088,9,503508.47,3,0,595100,0,595100,45,M,N
2,4.7,804.2147,7,13500,3,0,331140,0,332894,42,F,Y
21,9.6,11400,7,13500,3,0,331140,0,332894,42,F,Y
2,4.7,1996.4765,0,0,0,0,50011,0,34360,19,M,Y
2,4.7,1312.273,0,0,0,0,50011,0,34360,19,M,Y
2,4.7,3665.9741,0,0,0,0,50011,0,34360,19,M,Y
5,4.7,104296.608,25,1489000,6,0,1428698,1,1667113,30,M,Y
2,4.7,3631.2,10,3664000,4,0,3700000,0,3734700,28,M,N
2,4.7,22520.7665,10,3664000,4,0,3700000,0,3734700,28,M,Y
1,2.7,101504,3,0,1,0,262000,0,100600,46,M,Y
1,2.7,126952.8,3,0,1,0,262000,0,100600,46,M,N
1,2.7,81250,3,0,1,0,262000,0,100600,46,M,Y
1,2.7,65000,3,0,1,0,262000,0,100600,46,M,N
14,7.8,54394.392,24,1151000,5,0,8843688,0,8707575,49,M,N
28,10.9,12645.36,7,0,1,0,104450,0,104450,35,M,Y
28,10.9,26969.82,7,0,1,0,104450,0,104450,35,M,N
14,7.8,14482,4,26000,3,0,57221,0,56980,21,M,N
2,4.7,2990.4,18,299400,4,1,424000,1,625150,33,M,Y
2,4.7,6520.7167,18,299400,4,1,424000,1,625150,33,M,N
21,9.6,10032,8,25000,3,0,178540,0,141521,42,M,N
14,7.8,24508,2,12500,1,0,18084,0,17584,30,M,N
28,10.9,71796,2,0,1,0,117000,0,60199,45,M,Y
28,10.9,9264,6,1000,2,0,14000,0,13394,30,F,Y
28,10.9,30629.1,4,5000,2,0,502834,1,311878,44,F,Y
21,9.6,171000,15,400000,4,0,1663800,1,1466633,26,F,Y
5,4.7,96120,15,400000,4,0,1663800,1,1466633,26,F,N
1,2.7,124800,15,400000,4,0,1663800,1,1466633,26,F,Y
2,4.7,1268.282,22,175000,4,0,210029,0,232826,31,M,Y
21,9.6,12540,1,0,1,0,22940,0,56205,33,M,N
28,10.9,4632,8,50000,3,0,493728,0,291351,32,M,Y
7,6.6,43840,0,0,0,0,22280,0,67180,40,F,Y
21,9.6,54720,5,0,1,0,289466,1,289450,29,M,N
21,9.6,57000,5,82000,2,0,629094,1,668400,48,M,N
2,4.7,4270.932,4,3000,1,0,137000,1,136999,27,M,Y
28,10.9,72375,12,2500,2,1,57900,0,57900,30,M,Y
7,6.6,25208,9,735000,3,0,1037280,0,989860,46,M,Y
28,10.9,11580,0,0,0,0,0,0,0,50,M,N
2,4.7,36919.4036,9,170000,2,0,707271,1,839950,29,F,N
7,6.6,35072,6,27000,2,0,237272,0,233687,46,M,N
21,9.6,14478,9,7000,3,0,33110,0,55960,21,F,N
21,9.6,5700,6,323000,3,0,805814,1,805336,50,M,Y
2,4.7,4176.8946,8,460000,2,0,487989,0,486279,39,M,N
21,9.6,57000,33,2570000,3,0,1214259,1,7021634,46,M,N
28,10.9,90324,10,413000,4,0,271796,0,819796,30,M,N
21,9.6,28500,6,9000,2,0,1436073,1,1546473,37,M,N
2,4.7,32653.2029,1,23000,1,0,723359,1,24346,35,M,Y
21,9.6,71250,32,1592500,5,0,27677220,0,28357360,27,M,N
28,10.9,112905,50,149900,5,1,1624272,0,1548602,31,F,Y
28,10.9,12738,1,0,1,0,11580,0,11430,29,F,Y
28,10.9,23160,1,0,1,0,735000,0,730768,48,M,N
2,4.7,862.8052,1,25000,1,0,14500863,0,14500264,34,M,Y
2,4.7,1602,19,582000,4,0,2243960,1,2202476,37,M,N
2,4.7,1737.0166,19,582000,4,0,2243960,1,2202476,37,M,N
28,10.9,5790,8,11000,4,0,237960,0,187620,31,F,N
28,10.9,5790,8,11000,4,0,237960,0,187620,31,F,Y
28,10.9,26634,17,1550500,5,0,1928226,1,2221296,35,M,Y
28,10.9,24318,5,390000,3,0,1200250,0,1117348,36,M,Y
28,10.9,5095.2,1,0,1,0,291497,1,291499,42,M,Y
14,7.8,12254,2,0,1,0,223960,0,92135,32,F,N
28,10.9,11580,2,5000,2,0,466178,0,743795,57,M,N
2,4.7,3428.28,8,165000,3,0,272000,0,194211,25,M,N
2,4.7,1125.6079,33,457500,6,1,435000,1,537750,26,M,Y
28,10.9,3474,33,457500,6,1,435000,1,537750,26,M,Y
14,7.8,2228,33,457500,6,1,435000,1,537750,26,M,N
2,4.7,1577.404,33,457500,6,1,435000,1,537750,26,M,Y
28,10.9,10190.4,6,60000,2,0,812608,1,847531,48,M,N
2,4.7,1318.5208,38,210100,4,1,1135659,1,1360868,47,M,Y
21,9.6,4560,2,2000,1,0,99000,1,108824,29,F,Y
14,7.8,87031.25,16,3000,2,1,1575396,1,1320396,24,M,Y
14,7.8,11140,5,290500,4,0,946146,1,1051820,38,M,Y
28,10.9,18528,0,0,0,0,45600,0,5600,24,M,Y
7,6.6,12056,1,0,1,0,2830023,0,1825840,44,M,Y
14,7.8,10783.52,67,213000,3,1,891145,0,877840,30,M,N
21,9.6,13680,5,30000,2,0,743068,0,464564,42,M,N
2,4.7,1638.3013,5,373000,3,0,1594000,0,1880485,34,M,Y
28,10.9,57900,6,303000,3,0,280000,0,312500,29,M,Y
28,10.9,30629.1,1,0,1,0,499020,0,389870,37,F,N
14,7.8,83550,128,16158500,8,1,14801640,0,16780277,35,M,N
28,10.9,72375,28,232500,3,1,237900,0,256751,43,M,N
28,10.9,34740,2,0,1,0,28500,0,105900,32,M,Y
28,10.9,90468.75,8,24500,3,0,1036250,1,963850,33,M,N
2,4.7,1013.532,6,14000,2,0,17370,0,17320,33,F,N
28,10.9,15412.98,12,129000,4,0,325452,1,284395,32,M,N
2,4.7,3802.08,9,1030500,4,0,1044500,1,1044120,32,M,Y
2,4.7,1404.5802,2,65000,2,0,134800,0,131436,39,M,Y
21,9.6,22800,0,0,0,0,0,0,0,45,M,N
28,10.9,9264,12,108000,3,0,108834,0,108976,53,F,Y
1,2.7,20800,5,5600,2,0,468200,1,470700,30,M,N
28,10.9,57900,5,330000,2,0,1250000,0,1108249,36,M,N
28,10.9,69480,10,21400,3,0,448110,0,446221,27,M,N
14,7.8,77980,40,7710000,5,0,10652720,0,9069458,49,M,Y
28,10.9,57900,14,685000,4,0,1797447,1,1607845,31,M,N
21,9.6,29640,6,35000,2,0,139220,0,90490,28,M,N
7,6.6,8768,5,344500,4,0,361419,1,361275,32,F,N
14,7.8,33885.652,5,0,1,0,170009,0,170001,32,M,Y
28,10.9,26634,11,795000,2,0,1123160,0,1122648,40,M,Y
28,10.9,30108,6,30000,2,0,1324945,1,1173300,25,M,Y
21,9.6,57000,2,45000,2,0,800000,0,1053900,50,F,N
21,9.6,88920,49,1657694.92,6,1,2048793,1,2496435,32,F,Y
2,4.7,4563.2009,4,0,1,0,1435000,0,1436522,33,M,N
28,10.9,176696.904,30,1004000,3,0,102041797,0,101762583,36,M,Y
21,9.6,4560,22,200000,5,0,794560,1,782379,38,M,Y
28,10.9,69480,6,47000,3,0,352800,1,346101,39,M,N
28,10.9,11580,0,0,0,0,204900,1,204900,28,M,Y
2,4.7,2463.5236,21,208375,6,1,322960,0,395690,25,M,N
7,6.6,8604.696,10,103000,5,1,130000,0,121171,36,F,Y
2,4.7,3149.233,10,103000,5,1,130000,0,121171,36,F,N
14,7.8,13048.282,16,124000,3,0,487388,1,629999,34,M,Y
21,9.6,26220,9,6137000,4,0,6259553,0,7185647,42,M,N
28,10.9,26634,9,145000,3,0,1341815,1,1215360,35,M,N
21,9.6,29640,11,212000,5,0,639166,0,606645,27,M,N
21,9.6,4560,16,16000,5,1,326254,0,327049,41,M,Y
21,9.6,71250,2,52000,2,0,57900,0,63800,25,M,N
21,9.6,13680,5,89000,2,0,52738,0,212038,32,M,Y
2,4.7,10647.9066,5,365000,3,0,791200,1,559650,37,M,Y
21,9.6,57000,0,0,0,0,520109,1,603500,33,M,N
14,7.8,21708.518,29,58000,5,0,618868,0,609525,40,M,Y
5,4.7,20719.2,29,58000,5,0,618868,0,609525,40,M,Y
1,2.7,20176,29,58000,5,0,618868,0,609525,40,M,Y
28,10.9,71796,2,55000,2,0,125584,0,225768,39,M,Y
14,7.8,21611.6,24,0,1,0,705818,0,627306,29,M,Y
2,4.7,1750.452,1,23000,1,0,263250,1,25700,34,M,N
21,9.6,26220,9,22000,3,1,595410,1,380240,30,M,Y
28,10.9,11580,6,389000,2,0,639891,1,639891,45,M,Y
21,9.6,11400,10,508.47,2,1,652800,1,1389366,33,M,N
21,9.6,28500,1,3000,1,0,900000,0,900000,32,M,N
7,6.6,60280,2,0,1,0,87840,0,87330,58,M,Y
2,4.7,1666.2509,3,4000,2,0,140320,1,142900,35,M,N
28,10.9,90468.75,13,114000,4,0,1350173,1,1019938,36,M,Y
28,10.9,90468.75,13,114000,4,0,1350173,1,1019938,36,M,N
28,10.9,18528,4,488000,2,0,841517,1,839989,36,M,N
5,4.7,8544,7,27000,2,0,1102000,0,1108952,57,M,Y
4,4.7,65148,10,135500,2,0,853302,0,898502,25,M,Y
5,4.7,52118.4,10,135500,2,0,853302,0,898502,25,M,Y
14,7.8,55700,12,82500,5,0,433900,0,607555,44,M,N
21,9.6,18240,0,0,0,0,5970000,0,5052223,35,M,N
21,9.6,12540,14,270000,3,0,2360960,0,2540488,22,M,Y
21,9.6,71250,3,45000,2,0,2745820,1,2662400,30,F,N
2,4.7,4564.9738,18,1053000,7,0,1557637,1,1623833,26,M,Y
21,9.6,30153,3,18000,2,0,45800,0,46100,33,M,N
21,9.6,26220,3,18000,2,0,45800,0,46100,33,M,N
14,7.8,55700,75,83500,5,1,7166000,0,7173900,32,M,Y
7,6.6,30688,2,33000,2,0,2729230,1,2900303,37,M,Y
21,9.6,12540,6,67500,3,1,11580,0,11280,27,M,N
7,6.6,25208,3,20000,2,0,172800,1,172501,36,M,Y
2,4.7,4062.5118,0,0,0,0,360000,0,351500,25,M,Y
2,4.7,3043.8107,0,0,0,0,360000,0,351500,25,M,Y
7,6.6,54800,2,40000,1,0,50000,0,103100,42,M,Y
14,7.8,212478.79,4,0,1,0,1468056,0,756640,48,M,N
28,10.9,10190.4,1,10000,1,0,1026600,1,711741,29,M,N
28,10.9,112326,6,1000,2,0,340324,0,324672,36,M,N
21,9.6,57000,0,0,0,0,57000,0,56800,37,M,Y
14,7.8,22280,10,300000,2,0,1758448,1,1446463,32,M,N
28,10.9,11580,5,55000,2,0,307000,1,287173,31,M,Y
21,9.6,15162,4,10000,2,0,42794,0,45388,35,M,N
5,4.7,11748,2,15000,2,0,311430,1,305198,38,M,Y
21,9.6,71250,71,162500,7,0,11808000,0,11668715,28,M,N
2,4.7,1466.364,0,0,0,0,50,0,0,24,M,Y
7,6.6,9316,0,0,0,0,231497,1,131900,33,F,N
21,9.6,26220,6,18500,2,0,1171461,1,1170400,26,M,N
14,7.8,44560,11,531000,3,1,843039,0,806013,30,M,Y
14,7.8,28184.2,2,8000,2,0,138236,0,87820,48,F,N
2,4.7,17419.4645,12,40500,3,1,1498846,1,1260781,39,M,Y
21,9.6,17525.22,9,0,1,0,126486,0,128720,22,M,N
28,10.9,16954.278,4,2000,2,0,238738,1,238568,45,M,N
1,2.7,13842.4,4,2000,2,0,238738,1,238568,45,M,Y
1,2.7,12584,4,2000,2,0,238738,1,238568,45,M,Y
21,9.6,71250,39,1883508.47,5,1,9664414,0,9486459,38,M,N
21,9.6,71250,1,0,1,0,1311614,1,1052960,41,F,Y
21,9.6,11400,0,0,0,0,0,0,0,23,M,N
21,9.6,57000,31,35200,3,0,451600,0,2049290,48,F,Y
7,6.6,27400,1,0,1,0,337800,0,342000,42,M,N
2,4.7,8260.5848,17,314000,4,0,1057992,1,928989,48,M,Y
21,9.6,14820,5,107000,2,0,151868,1,144224,50,M,Y
28,10.9,30629.1,31,220000,3,1,760220,1,1181826,30,M,Y
28,10.9,11580,19,104000,4,1,450000,0,353300,32,M,Y
2,4.7,1842.3,0,0,0,0,11,0,0,27,F,Y
2,4.7,1145.43,0,0,0,0,11,0,0,27,F,Y
21,9.6,11400,0,0,0,0,11,0,0,27,F,N
21,9.6,26220,0,0,0,0,11,0,0,27,F,Y
28,10.9,12738,5,0,1,0,755000,0,774900,22,M,Y
28,10.9,46320,1,10000,1,0,562842,0,562843,23,M,N
14,7.8,108058,13,198000,4,0,4558230,0,2628285,56,M,N
28,10.9,9264,6,66000,4,0,398577,1,232537,23,M,Y
7,6.6,67952,0,0,0,0,1455700,0,1861550,37,M,Y
28,10.9,57900,2,0,1,0,0,0,369100,41,M,N
21,9.6,22800,3,20000,2,0,22280,0,79060,43,M,Y
21,9.6,71250,23,316600,4,0,426896,0,429140,31,M,Y
2,4.7,5363.9232,3,137000,2,0,1378970,1,1282394,43,F,N
21,9.6,89062.5,3,0,1,0,145450,0,77932,40,M,Y
2,4.7,7793.3669,9,54000,5,0,2050000,0,2052449,49,M,N
28,10.9,14011.8,31,65500,5,1,2004654,0,2007234,26,M,N
21,9.6,89062.5,11,99000,3,0,185625,0,185377,45,M,N
5,4.7,27768,0,0,0,0,372800,0,311101,30,F,N
7,6.6,25208,0,0,0,0,372800,0,311101,30,F,N
21,9.6,89062.5,55,5296654.61,8,1,8100972,0,8103498,32,M,N
21,9.6,57000,7,10000,2,0,135000,0,161396,39,M,Y
28,10.9,17370,1,0,1,0,50000,0,234531,21,F,Y
28,10.9,90324,3,0,1,0,210275,0,427475,56,F,N
28,10.9,23160,0,0,0,0,0,0,2,25,M,N
21,9.6,27360,26,2029800,6,0,2665708,1,2650290,39,M,N
7,6.6,28496,42,680860,6,1,4241528,0,4388282,30,M,N
21,9.6,12540,0,0,0,0,11400,0,11150,33,M,N
28,10.9,46320,5,52000,3,0,468000,1,419737,27,M,N
5,4.7,66216,7,770000,3,1,541760,1,549060,33,M,N
28,10.9,11580,90,776000,6,1,2092000,0,3037230,24,M,N
28,10.9,11580,1,7000,1,0,0,0,10055,23,M,N
7,6.6,54800,6,2032000,3,0,3424109,1,3342879,59,M,Y
14,7.8,133680,43,357500,5,0,2962370,0,2963690,48,M,N
14,7.8,108615,43,357500,5,0,2962370,0,2963690,48,M,Y
28,10.9,72375,1,0,1,0,72168,0,129186,28,F,Y
21,9.6,71250,14,36000,5,1,3065700,0,1920357,35,M,N
21,9.6,88920,9,194500,3,0,1671800,0,1371350,42,M,N
7,6.6,10960,6,0,1,0,327500,1,324700,26,M,Y
21,9.6,71250,23,37116.74,4,0,1479340,1,1284917,42,F,Y
5,4.7,6461.4,12,167000,2,0,1433714,0,1433388,31,M,N
14,7.8,66840,4,0,1,0,270820,0,400771,33,F,N
14,7.8,66840,11,246000,3,0,2681512,1,2690870,32,M,Y
2,4.7,7176.9814,3,42000,2,0,0,0,514700,53,M,Y
21,9.6,57000,4,383000,3,0,382580,0,451460,25,M,Y
21,9.6,28500,6,38000,4,0,46800,0,70063,38,F,N
21,9.6,26220,6,38000,4,0,46800,0,70063,38,F,N
7,6.6,32880,3,39000,1,0,0,0,1634250,39,F,Y
28,10.9,12738,11,28500,3,0,304754,1,300060,29,M,Y
14,7.8,14816.2,4,0,1,0,178664,1,168542,29,F,Y
28,10.9,11580,15,45500,5,0,473033,0,756223,37,M,Y
28,10.9,72375,3,6500,3,0,87900,0,31986,37,M,Y
28,10.9,71796,46,56000,3,1,3645600,0,1563874,49,M,N
28,10.9,72375,1,0,1,0,112900,0,8300,31,F,Y
14,7.8,69625,53,16888300,8,0,22368300,0,22237752,45,M,N
21,9.6,11400,43,438500,4,1,2375000,0,2373160,29,M,N
2,4.7,1636.7314,6,3000,2,1,11400,0,11419,21,M,Y
21,9.6,5700,6,3000,2,1,11400,0,11419,21,M,Y
28,10.9,57900,0,0,0,0,0,0,0,27,M,Y
21,9.6,26220,13,460000,2,0,389800,0,486100,40,F,Y
28,10.9,3474,53,97100,4,1,1777344,1,1783862,26,M,N
21,9.6,79800,5,35000,2,0,393400,0,425050,25,M,Y
21,9.6,88920,26,231000,5,1,1381257,1,941850,35,M,N
2,4.7,2118.8906,3,0,1,0,70000,0,69700,41,M,N
1,2.7,52000,1,100000,1,0,0,0,510671,29,M,Y
21,9.6,11400,0,0,0,0,99000,1,197000,38,F,Y
28,10.9,11580,1,6000,1,0,0,0,507000,22,F,N
2,4.7,3474.1826,6,1051000,2,0,1080000,0,1073402,37,M,N
14,7.8,11140,6,1051000,2,0,1080000,0,1073402,37,M,N
28,10.9,12738,1,8000,1,0,11400,0,11200,23,F,N
2,4.7,3406.1297,6,23000,2,0,0,0,51250,27,M,Y
14,7.8,55700,1,0,1,0,4656208,1,4332000,52,M,N
21,9.6,88920,7,58500,2,0,264650,0,200810,23,F,Y
7,6.6,10960,59,0,1,1,209861,0,181005,46,M,Y
7,6.6,16046.536,59,0,1,1,209861,0,181005,46,M,N
2,4.7,3383.5949,2,0,1,0,615938,0,809600,24,M,N
5,4.7,21360,2,0,1,0,615938,0,809600,24,M,Y
21,9.6,71250,10,7000,2,0,2416500,0,1411756,45,M,Y
21,9.6,12540,2,7000,2,0,11580,0,11580,33,M,N
21,9.6,110580,92,4323820,8,0,8242863,0,8820343,47,M,N
28,10.9,26634,12,190000,3,0,401405,1,441150,28,M,Y
21,9.6,9120,15,352745,3,0,1155222,1,1712393,26,M,Y
21,9.6,89062.5,6,102000,4,0,176375,0,178325,42,F,Y
28,10.9,11580,8,191500,3,1,510000,0,510000,23,M,Y
2,4.7,1205.8361,2,10000,2,0,255542,1,522660,33,M,Y
2,4.7,1355.3134,27,21000,2,0,3067000,1,3257500,35,F,Y
21,9.6,6840,29,21600,3,0,764032,1,1023080,42,F,Y
21,9.6,57000,15,290000,3,1,314694,1,710391,34,M,Y
21,9.6,11400,1,300000,1,0,585000,1,562394,53,M,Y
28,10.9,90324,3,2000,2,0,184360,0,186390,27,F,N
7,6.6,13152,2,9000,2,0,35016,0,46491,40,M,Y
2,4.7,1816.3476,3,2000,2,0,144355,1,146050,33,M,N
14,7.8,69625,1,0,1,0,210700,0,186900,33,M,Y
14,7.8,16310.074,5,0,1,0,60828,0,60787,25,M,N
7,6.6,14248,5,0,1,0,60828,0,60787,25,M,Y
21,9.6,22800,5,100000,2,0,2181009,1,2286570,49,M,Y
28,10.9,33582,16,263700,5,0,3335365,1,2482100,32,M,N
2,4.7,19652.4709,16,263700,5,0,3335365,1,2482100,32,M,N
21,9.6,11400,0,0,0,0,0,0,0,29,M,N
21,9.6,11400,0,0,0,0,35000,0,32000,34,M,N
21,9.6,68400,11,1000,2,1,627880,1,586000,30,M,N
21,9.6,111327.84,11,268000,3,0,867036,0,865095,45,F,N
21,9.6,4560,1,8000,1,0,326900,1,22784,37,F,Y
28,10.9,57900,4,1760000,1,0,1800000,0,1786300,36,F,N
21,9.6,4560,4,554000,2,0,599952,1,572138,39,M,Y
21,9.6,26220,21,1017200,5,0,3485250,1,2854476,46,M,N
7,6.6,42744,73,871500,7,1,6963850,0,6966419,41,M,Y
21,9.6,35340,73,871500,7,1,6963850,0,6966419,41,M,N
21,9.6,12540,4,57000,2,0,11580,0,65180,28,F,Y
14,7.8,43446,7,0,1,0,651960,0,1089520,40,F,Y
21,9.6,34200,62,2460016.94,9,1,1052828,1,2588210,30,M,Y
28,10.9,57900,2,0,1,0,1556300,1,1418000,53,F,N
28,10.9,28950,14,322500,6,0,1537762,1,1975629,41,F,Y
28,10.9,46320,185,5018750,4,0,5689146,1,5368806,27,F,N
5,4.7,15486,4,0,1,0,59382,0,43430,38,M,Y
2,4.7,9707.7889,18,353050,7,1,410832,0,412369,24,F,N
7,6.6,10083.2,18,353050,7,1,410832,0,412369,24,F,Y
21,9.6,57000,12,120000,3,0,1086054,1,649188,33,M,Y
14,7.8,66840,8,0,1,0,17504185,0,17492345,48,M,N
2,4.7,7707.3395,47,10880358.6,7,0,14992700,0,14303273,38,F,Y
2,4.7,37937.4533,47,10880358.6,7,0,14992700,0,14303273,38,F,Y
21,9.6,12540,28,1284500,4,0,1825880,1,1698156,44,M,Y
28,10.9,138960,20,187000,3,1,1271330,1,1357325,40,M,Y
7,6.6,107030.976,20,187000,3,1,1271330,1,1357325,40,M,N
21,9.6,12768,21,183397,3,0,569399,1,533747,32,M,N
21,9.6,51300,21,183397,3,0,569399,1,533747,32,M,N
2,4.7,6781.8,3,230000,2,0,350000,0,245000,38,F,Y
2,4.7,10175.3914,0,0,0,0,17000,0,26865,23,M,N
2,4.7,12922.8,15,957000,5,0,71537958,0,71596323,39,F,N
14,7.8,77980,14,9000,4,1,131796,0,131396,30,M,Y
21,9.6,89062.5,3,0,1,0,1057322,0,1326638,50,M,Y
21,9.6,12540,12,72000,3,0,395790,1,396970,32,M,N
21,9.6,13794,13,31500,5,0,165120,0,108707,33,M,Y
28,10.9,37056,1,35000,1,0,46320,0,45320,34,M,N
21,9.6,4560,18,16500,3,0,58838,0,54380,24,M,Y
21,9.6,22800,17,141000,3,0,2259997,1,2373703,22,F,N
2,4.7,1664.6916,17,141000,3,0,2259997,1,2373703,22,F,N
7,6.6,13152,4,19000,2,0,34594,0,34884,43,F,N
28,10.9,10190.4,7,7000,2,0,825240,0,825822,26,M,Y
21,9.6,22800,1,52000,1,0,2487000,0,2492923,31,M,Y
21,9.6,44460,69,7927508.47,8,1,10274930,1,10632755,42,F,N
2,4.7,1486.6667,14,280000,6,0,332607,1,342310,37,F,Y
28,10.9,18649.59,16,0,1,0,409541,0,385612,52,M,N
1,2.7,16749.2,16,0,1,0,409541,0,385612,52,M,Y
14,7.8,29465.3,6,0,1,0,132902,0,133382,31,M,Y
28,10.9,12738,5,59752,4,0,429060,1,131915,33,M,Y
21,9.6,17338.26,42,189900,5,1,519906,1,498524,33,F,Y
28,10.9,19686,1,0,1,0,11580,0,47230,31,M,Y
28,10.9,13317,1,0,1,0,346320,0,321731,28,M,Y
14,7.8,11140,6,91000,2,0,1243772,1,943170,38,F,N
28,10.9,57900,10,15000,3,1,100000,0,111142,42,M,Y
28,10.9,13317,61,101650,4,1,584320,1,541230,28,M,N
28,10.9,30629.1,3,350000,2,0,1425176,1,1474353,29,M,N
2,4.7,3676.2803,8,137000,3,0,485862,1,592635,28,M,Y
2,4.7,3684.4291,0,0,0,0,0,0,3950,30,M,N
14,7.8,69625,0,0,0,0,263286,1,261600,52,M,Y
21,9.6,12540,12,71000,5,0,324400,1,222588,42,M,Y
21,9.6,70680,1,0,1,0,2354000,0,2797100,37,M,N
2,4.7,2538.7428,11,21000,4,0,2374091,1,2384669,30,M,N
21,9.6,11400,6,334000,5,0,505000,0,1006979,26,F,N
2,4.7,2413.6907,0,0,0,0,130000,0,124461,27,M,Y
2,4.7,1210.9198,17,997000,5,0,1639000,0,1947493,20,F,N
2,4.7,1450.4401,17,997000,5,0,1639000,0,1947493,20,F,Y
2,4.7,1309.0796,1,110000,1,0,441959,1,440485,37,M,Y
14,7.8,11140,2,0,1,0,54120,0,75180,44,M,Y
5,4.7,24564,27,580000,8,0,548202,1,835186,33,M,Y
1,2.7,1040,27,580000,8,0,548202,1,835186,33,M,Y
14,7.8,69625,0,0,0,0,3612000,0,3629600,55,M,Y
21,9.6,71250,7,23000,4,0,807000,0,1183963,39,M,N
7,6.6,82200,2,45000,2,0,252500,0,250600,33,M,Y
28,10.9,11580,1,150000,1,0,0,0,157100,26,M,Y
2,4.7,2132.4756,3,6000,3,0,588686,1,994000,42,F,Y
21,9.6,71250,11,307772,4,0,1150000,0,1196122,33,M,Y
7,6.6,85488,6,0,1,1,536658,0,537325,46,M,N
21,9.6,22800,7,86000,3,0,125000,0,138950,38,F,Y
14,7.8,44560,0,0,0,0,93800,1,88300,33,M,N
1,2.7,13842.4,12,203000,2,0,301320,1,285020,30,M,Y
1,2.7,11440,12,203000,2,0,301320,1,285020,30,M,N
1,2.7,12584,12,203000,2,0,301320,1,285020,30,M,Y
21,9.6,71250,3,150000,2,0,157000,0,804622,50,M,N
7,6.6,21920,0,0,0,0,52000,0,42874,26,F,Y
28,10.9,57900,13,692000,5,0,541245,1,785550,29,F,Y
2,4.7,1605.5351,9,28000,2,0,1432000,0,1778600,36,M,Y
5,4.7,64080,63,1302800,8,1,4326144,1,4955384,34,M,Y
28,10.9,11580,24,7500,3,1,2098665,1,2034200,25,M,Y
1,2.7,158080,3,0,1,0,3534150,0,3534410,38,M,Y
1,2.7,126880,3,0,1,0,3534150,0,3534410,38,M,N
1,2.7,100880,3,0,1,0,3534150,0,3534410,38,M,Y
5,4.7,83304,3,0,1,0,3534150,0,3534410,38,M,Y
14,7.8,69625,3,200000,2,0,107368,0,332100,47,M,Y
28,10.9,57900,0,0,0,0,70000,0,1057700,45,M,N
21,9.6,71250,2,45000,2,0,57000,0,56200,32,M,Y
28,10.9,113085.648,27,168500,5,1,860313,1,1117638,30,M,N
28,10.9,25476,7,40000,4,0,1331580,0,955022,42,F,Y
5,4.7,66750,8,827000,2,0,998454,0,996799,41,M,N
28,10.9,71796,4,0,1,0,307900,0,303800,24,M,Y
28,10.9,11580,0,0,0,0,0,0,0,23,M,Y
2,4.7,19834.1911,1,200000,1,0,3020000,0,3010873,47,F,N
21,9.6,18359.7,6,49000,2,0,86511,0,86511,51,M,N
2,4.7,1999.5096,1,1000,1,0,283800,0,1000,37,M,N
14,7.8,4901.6,18,4464000,5,1,4691636,0,4544012,31,F,N
21,9.6,57000,1,0,1,0,1585449,1,1583400,31,M,Y
28,10.9,52110,13,35000,2,0,57900,0,187441,22,F,Y
21,9.6,26220,19,395000,6,1,430142,1,485510,27,M,Y
28,10.9,113085.648,36,199200,6,0,805155,0,438370,42,M,Y
28,10.9,113085.648,36,199200,6,0,805155,0,438370,42,M,Y
28,10.9,90468.75,36,199200,6,0,805155,0,438370,42,M,Y
28,10.9,35898,1,0,1,0,930950,0,1111850,34,M,N
14,7.8,96918,36,463000,3,0,218718,0,749178,42,M,N
21,9.6,34200,36,463000,3,0,218718,0,749178,42,M,Y
14,7.8,11140,6,445000,3,0,492658,1,494825,27,F,N
28,10.9,57900,14,208500,3,1,501640,0,524492,24,M,Y
21,9.6,12540,1,0,1,0,223499,0,228610,44,M,Y
7,6.6,6576,14,1924820,5,0,2255576,0,2260396,54,M,N
14,7.8,55700,3,59000,3,0,0,0,292300,33,F,N
7,6.6,85488,21,270600,6,0,2410917,1,2039993,37,M,N
20,9.6,26220,1,17000,1,0,22800,0,21900,26,M,N
14,7.8,12254,27,421300,3,0,2742932,1,2562671,34,M,Y
1,2.7,126952.8,16,21000,2,0,197000,0,382500,29,M,Y
1,2.7,81250,16,21000,2,0,197000,0,382500,29,M,N
1,2.7,101562.24,16,21000,2,0,197000,0,382500,29,M,N
28,10.9,14011.8,26,284500,8,0,1746973,1,1596229,27,M,N
14,7.8,13368,0,0,0,0,62056,0,1056,33,M,N
21,9.6,89062.5,32,194000,5,1,1671250,0,1440300,56,F,N
14,7.8,22280,6,0,1,0,1100630,1,791550,37,F,Y
7,6.6,9644.8,10,10000,2,0,1955633,1,2039805,41,M,Y
14,7.8,28184.2,3,0,1,0,220280,1,320860,31,F,Y
21,9.6,12540,1,8000,1,0,11400,0,11200,42,M,Y
21,9.6,68400,13,416000,3,0,699498,1,724650,38,F,N
21,9.6,6840,27,693000,6,0,1768923,0,2457792,34,M,Y
14,7.8,21723,8,36000,3,1,142980,0,142980,39,F,Y
28,10.9,72375,1,0,1,0,82900,0,80951,32,M,N
